"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Diabetes, adults aged 30+","","2022","Cyprus","European Region","Males","","11.97489357","3.529663324","26.255029678","",
"Diabetes, adults aged 30+","","2022","Cyprus","European Region","Females","","7.537013054","1.682983398","18.682359695","",
"Diabetes, adults aged 30+","","2022","Czechia","European Region","Total","","10.435017586","7.498355389","13.835652351","",
"Diabetes, adults aged 30+","","2022","Czechia","European Region","Males","","12.710062981","8.095827103","18.198738098","",
"Diabetes, adults aged 30+","","2022","Czechia","European Region","Females","","8.26013279","4.903384209","12.538822174","",
"Diabetes, adults aged 30+","","2022","Democratic People's Republic of Korea","South-East Asia Region","Total","","17.523300171","8.162462234","30.081504822","",
"Diabetes, adults aged 30+","","2022","Democratic People's Republic of Korea","South-East Asia Region","Males","","16.110767365","4.663704872","33.871459961","",
"Diabetes, adults aged 30+","","2022","Democratic People's Republic of Korea","South-East Asia Region","Females","","18.750364304","6.146209717","38.259223938","",
"Diabetes, adults aged 30+","","2022","Democratic Republic of the Congo","African Region","Total","","11.504808426","6.133132935","18.760025024","",
"Diabetes, adults aged 30+","","2022","Democratic Republic of the Congo","African Region","Males","","10.802256584","4.285933971","20.760482788","",
"Diabetes, adults aged 30+","","2022","Democratic Republic of the Congo","African Region","Females","","12.161261559","4.797838211","23.180753708","",
"Diabetes, adults aged 30+","","2022","Denmark","European Region","Total","","3.02661109","2.202899456","3.976690769","",
"Diabetes, adults aged 30+","","2022","Denmark","European Region","Males","","3.617715359","2.328482389","5.197474957","",
"Diabetes, adults aged 30+","","2022","Denmark","European Region","Females","","2.453322649","1.521099567","3.646677017","",
"Diabetes, adults aged 30+","","2022","Djibouti","Eastern Mediterranean Region","Total","","10.760630608","4.287225723","20.466295242","",
"Diabetes, adults aged 30+","","2022","Djibouti","Eastern Mediterranean Region","Males","","9.804666519","2.470644951","22.781044006","",
"Diabetes, adults aged 30+","","2022","Djibouti","Eastern Mediterranean Region","Females","","11.662877083","2.822058678","27.291934967","",
"Diabetes, adults aged 30+","","2022","Dominica","Region of the Americas","Total","","28.388313293","16.386110306","42.345516205","",
"Diabetes, adults aged 30+","","2022","Dominica","Region of the Americas","Males","","21.90316391","8.527467728","41.000946045","",
"Diabetes, adults aged 30+","","2022","Dominica","Region of the Americas","Females","","34.981937408","16.273447037","56.877124786","",
"Diabetes, adults aged 30+","","2022","Dominican Republic","Region of the Americas","Total","","22.065099716","12.718580246","33.860809326","",
"Diabetes, adults aged 30+","","2022","Dominican Republic","Region of the Americas","Males","","20.898801804","9.184147835","37.476390839","",
"Diabetes, adults aged 30+","","2022","Dominican Republic","Region of the Americas","Females","","23.126062393","9.925436974","40.613704681","",
"Diabetes, adults aged 30+","","2022",,"Eastern Mediterranean Region","Total","","29.445302963","26.238527298","32.705875397","",
"Diabetes, adults aged 30+","","2022",,"Eastern Mediterranean Region","Males","","28.444114685","24.313810349","32.940433502","",
"Diabetes, adults aged 30+","","2022",,"Eastern Mediterranean Region","Females","","30.349508286","25.776899338","35.235816956","",
"Diabetes, adults aged 30+","","2022","Ecuador","Region of the Americas","Total","","16.492547989","10.768860817","23.148691177","",
"Diabetes, adults aged 30+","","2022","Ecuador","Region of the Americas","Males","","16.095359802","8.863892555","25.728675842","",
"Diabetes, adults aged 30+","","2022","Ecuador","Region of the Americas","Females","","16.822383881","8.858203888","26.928192139","",
"Diabetes, adults aged 30+","","2022","Egypt","Eastern Mediterranean Region","Total","","33.501274109","25.361194611","41.987522125","",
"Diabetes, adults aged 30+","","2022","Egypt","Eastern Mediterranean Region","Males","","30.96887207","19.952411652","43.401699066","",
"Diabetes, adults aged 30+","","2022","Egypt","Eastern Mediterranean Region","Females","","35.426502228","23.8474617","48.123161316","",
"Diabetes, adults aged 30+","","2022","El Salvador","Region of the Americas","Total","","16.824384689","10.087215424","25.214073181","",
"Diabetes, adults aged 30+","","2022","El Salvador","Region of the Americas","Males","","14.698857307","6.819506645","25.910589218","",
"Diabetes, adults aged 30+","","2022","El Salvador","Region of the Americas","Females","","18.304576874","8.913603783","31.046602249","",
"Diabetes, adults aged 30+","","2022","Equatorial Guinea","African Region","Total","","16.035692215","6.687446117","29.135948181","",
"Diabetes, adults aged 30+","","2022","Equatorial Guinea","African Region","Males","","15.683033943","4.240904808","34.043182373","",
"Diabetes, adults aged 30+","","2022","Equatorial Guinea","African Region","Females","","16.541856766","4.201041222","37.045272827","",
"Diabetes, adults aged 30+","","2022","Eritrea","African Region","Total","","10.28413868","4.604930401","18.400266647","",
"Diabetes, adults aged 30+","","2022","Eritrea","African Region","Males","","10.005690575","3.152380228","21.132873535","",
"Diabetes, adults aged 30+","","2022","Eritrea","African Region","Females","","10.516946793","3.154898167","23.003391266","",
"Diabetes, adults aged 30+","","2022","Estonia","European Region","Total","","11.23878479","4.910542965","21.079263687","",
"Diabetes, adults aged 30+","","2022","Estonia","European Region","Males","","10.470030785","3.141910315","23.199785233","",
"Diabetes, adults aged 30+","","2022","Estonia","European Region","Females","","11.819801331","3.190948725","26.560657501","",
"Diabetes, adults aged 30+","","2022","Eswatini","African Region","Total","","14.982591629","8.032514572","24.079393387","",
"Diabetes, adults aged 30+","","2022","Eswatini","African Region","Males","","12.258677483","4.73384428","23.48169136","",
"Diabetes, adults aged 30+","","2022","Eswatini","African Region","Females","","17.306304932","7.032740116","31.927787781","",
"Diabetes, adults aged 30+","","2022","Ethiopia","African Region","Total","","8.390219688","4.318702221","13.919356346","",
"Diabetes, adults aged 30+","","2022","Ethiopia","African Region","Males","","7.81321907","2.9219172","15.799927711","",
"Diabetes, adults aged 30+","","2022","Ethiopia","African Region","Females","","8.949233055","3.26607275","17.677202225","",
"Diabetes, adults aged 30+","","2022",,"European Region","Total","","11.270738602","10.127005577","12.49680233","",
"Diabetes, adults aged 30+","","2022",,"European Region","Males","","12.202653885","10.519101143","14.01086998","",
"Diabetes, adults aged 30+","","2022",,"European Region","Females","","10.427656174","8.841935158","12.261865616","",
"Diabetes, adults aged 30+","","2022","Fiji","Western Pacific Region","Total","","29.742298126","17.680921555","43.441307068","",
"Diabetes, adults aged 30+","","2022","Fiji","Western Pacific Region","Males","","26.808908463","12.566809654","44.928665161","",
"Diabetes, adults aged 30+","","2022","Fiji","Western Pacific Region","Females","","32.592193604","14.094819069","53.13293457","",
"Diabetes, adults aged 30+","","2022","Finland","European Region","Total","","9.693393707","7.301799774","12.393749237","",
"Diabetes, adults aged 30+","","2022","Finland","European Region","Males","","11.143014908","7.675144196","15.350214958","",
"Diabetes, adults aged 30+","","2022","Finland","European Region","Females","","8.269634247","5.279386044","11.982214928","",
"Diabetes, adults aged 30+","","2022","France","European Region","Total","","3.628525257","2.70270586","4.750402927","",
"Diabetes, adults aged 30+","","2022","France","European Region","Males","","5.109911442","3.459002495","7.089017391","",
"Diabetes, adults aged 30+","","2022","France","European Region","Females","","2.349220753","1.433588624","3.563009977","",
"Diabetes, adults aged 30+","","2022","French Polynesia","Western Pacific Region","Total","","21.02044487","11.054105759","33.570796967","",
"Diabetes, adults aged 30+","","2022","French Polynesia","Western Pacific Region","Males","","21.302051544","8.37872982","38.87317276","",
"Diabetes, adults aged 30+","","2022","French Polynesia","Western Pacific Region","Females","","20.763780594","7.482564449","39.97171402","",
"Diabetes, adults aged 30+","","2022","Gabon","African Region","Total","","16.205825806","6.728169918","29.173973083","",
"Diabetes, adults aged 30+","","2022","Gabon","African Region","Males","","15.907595634","4.461227417","34.573493958","",
"Diabetes, adults aged 30+","","2022","Gabon","African Region","Females","","16.574245453","4.15698719","36.727874756","",
"Diabetes, adults aged 30+","","2022","Gambia","African Region","Total","","15.835756302","8.666020393","25.248313904","",
"Diabetes, adults aged 30+","","2022","Gambia","African Region","Males","","12.755396843","3.58666563","28.524488449","",
"Diabetes, adults aged 30+","","2022","Gambia","African Region","Females","","18.653827667","9.027048111","30.887477875","",
"Diabetes, adults aged 30+","","2022","Georgia","European Region","Total","","12.29099369","7.209256172","18.808803558","",
"Diabetes, adults aged 30+","","2022","Georgia","European Region","Males","","12.141758919","5.332724571","21.355909348","",
"Diabetes, adults aged 30+","","2022","Georgia","European Region","Females","","12.184151649","5.412246227","21.489110947","",
"Diabetes, adults aged 30+","","2022","Germany","European Region","Total","","8.877691269","5.610145092","12.725975037","",
"Diabetes, adults aged 30+","","2022","Germany","European Region","Males","","10.900291443","6.084456921","17.166297913","",
"Diabetes, adults aged 30+","","2022","Germany","European Region","Females","","6.968151093","3.357009888","11.933390617","",
"Diabetes, adults aged 30+","","2022","Ghana","African Region","Total","","13.001789093","9.293581963","17.443735123","",
"Diabetes, adults aged 30+","","2022","Ghana","African Region","Males","","11.971858025","7.171718121","18.008247375","",
"Diabetes, adults aged 30+","","2022","Ghana","African Region","Females","","14.033290863","8.754285812","20.658258438","",
"Diabetes, adults aged 30+","","2022","Greece","European Region","Total","","9.826818466","6.037065506","14.625684738","",
"Diabetes, adults aged 30+","","2022","Greece","European Region","Males","","11.866809845","6.057011604","19.964141846","",
"Diabetes, adults aged 30+","","2022","Greece","European Region","Females","","7.999464035","3.626126528","14.344088554","",
"Diabetes, adults aged 30+","","2022","Greenland","European Region","Total","","8.340853691","5.310172558","12.160228729","",
"Diabetes, adults aged 30+","","2022","Greenland","European Region","Males","","8.914116859","4.734811306","14.466937065","",
"Diabetes, adults aged 30+","","2022","Greenland","European Region","Females","","7.64978838","3.820245266","13.018505096","",
"Diabetes, adults aged 30+","","2022","Grenada","Region of the Americas","Total","","25.096178055","13.1215868","40.24180603","",
"Diabetes, adults aged 30+","","2022","Grenada","Region of the Americas","Males","","22.24323082","7.753139019","43.415340424","",
"Diabetes, adults aged 30+","","2022","Grenada","Region of the Americas","Females","","27.906721115","10.707327843","50.752693176","",
"Diabetes, adults aged 30+","","2022","Guatemala","Region of the Americas","Total","","24.434627533","18.020664215","31.584486008","",
"Diabetes, adults aged 30+","","2022","Guatemala","Region of the Americas","Males","","26.772815704","15.949625015","39.176239014","",
"Diabetes, adults aged 30+","","2022","Guatemala","Region of the Americas","Females","","22.271352768","14.77127552","30.587001801","",
"Diabetes, adults aged 30+","","2022","Guinea","African Region","Total","","12.651947021","5.926970959","22.360641479","",
"Diabetes, adults aged 30+","","2022","Guinea","African Region","Males","","11.473187447","3.57960391","23.996286392","",
"Diabetes, adults aged 30+","","2022","Guinea","African Region","Females","","13.66292572","4.324868202","28.727716446","",
"Diabetes, adults aged 30+","","2022","Guinea-Bissau","African Region","Total","","13.647937775","5.946146011","24.713848114","",
"Diabetes, adults aged 30+","","2022","Guinea-Bissau","African Region","Males","","12.787708282","3.572301865","28.229496002","",
"Diabetes, adults aged 30+","","2022","Guinea-Bissau","African Region","Females","","14.415555954","4.061461449","32.56595993","",
"Diabetes, adults aged 30+","","2022","Guyana","Region of the Americas","Total","","27.547554016","18.78777504","37.248332977","",
"Diabetes, adults aged 30+","","2022","Guyana","Region of the Americas","Males","","23.347564697","12.69419384","36.292015076","",
"Diabetes, adults aged 30+","","2022","Guyana","Region of the Americas","Females","","31.088811874","18.150129318","46.058509827","",
"Diabetes, adults aged 30+","","2022","Haiti","Region of the Americas","Total","","27.86289978","18.042573929","38.866287231","",
"Diabetes, adults aged 30+","","2022","Haiti","Region of the Americas","Males","","26.41160202","14.115868568","41.441192627","",
"Diabetes, adults aged 30+","","2022","Haiti","Region of the Americas","Females","","29.010549545","14.829510689","45.827789307","",
"Diabetes, adults aged 30+","","2022","Honduras","Region of the Americas","Total","","16.831319809","7.850245953","28.85549736","",
"Diabetes, adults aged 30+","","2022","Honduras","Region of the Americas","Males","","15.71855545","5.034888744","32.796051025","",
"Diabetes, adults aged 30+","","2022","Honduras","Region of the Americas","Females","","17.797269821","5.52706337","36.246074677","",
"Diabetes, adults aged 30+","","2022","Hungary","European Region","Total","","14.720214844","7.235202789","24.921295166","",
"Diabetes, adults aged 30+","","2022","Hungary","European Region","Males","","17.197929382","6.38531208","33.655815125","",
"Diabetes, adults aged 30+","","2022","Hungary","European Region","Females","","12.349804878","3.846030712","26.502531052","",
"Diabetes, adults aged 30+","","2022","Iceland","European Region","Total","","7.013771057","2.992753983","13.12650013","",
"Diabetes, adults aged 30+","","2022","Iceland","European Region","Males","","8.660305977","2.662877798","18.648021698","",
"Diabetes, adults aged 30+","","2022","Iceland","European Region","Females","","5.3463521","1.327039242","13.364070892","",
"Diabetes, adults aged 30+","","2022","India","South-East Asia Region","Total","","27.911870956","23.455299377","32.508789063","",
"Diabetes, adults aged 30+","","2022","India","South-East Asia Region","Males","","26.770692825","20.692653656","33.545040131","",
"Diabetes, adults aged 30+","","2022","India","South-East Asia Region","Females","","29.016658783","22.444673538","35.999641418","",
"Diabetes, adults aged 30+","","2022","Indonesia","South-East Asia Region","Total","","16.519029617","11.154305458","22.785142899","",
"Diabetes, adults aged 30+","","2022","Indonesia","South-East Asia Region","Males","","13.948151588","7.660845757","22.084213257","",
"Diabetes, adults aged 30+","","2022","Indonesia","South-East Asia Region","Females","","18.827466965","10.996619225","28.772506714","",
"Diabetes, adults aged 30+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Total","","19.743391037","16.92546463","22.764427185","",
"Diabetes, adults aged 30+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Males","","18.903821945","15.072536469","23.242101669","",
"Diabetes, adults aged 30+","","2022","Iran (Islamic Republic of)","Eastern Mediterranean Region","Females","","20.571140289","16.665700912","24.979667664","",
"Diabetes, adults aged 30+","","2022","Iraq","Eastern Mediterranean Region","Total","","32.019992828","22.938606262","42.227291107","",
"Diabetes, adults aged 30+","","2022","Iraq","Eastern Mediterranean Region","Males","","32.066131592","19.58757782","47.093086243","",
"Diabetes, adults aged 30+","","2022","Iraq","Eastern Mediterranean Region","Females","","31.733778","19.274097443","47.126964569","",
"Diabetes, adults aged 30+","","2022","Ireland","European Region","Total","","10.264990807","4.789520264","18.437555313","",
"Diabetes, adults aged 30+","","2022","Ireland","European Region","Males","","11.231889725","3.86204052","23.430423737","",
"Diabetes, adults aged 30+","","2022","Ireland","European Region","Females","","9.323691368","2.591105461","20.94733429","",
"Diabetes, adults aged 30+","","2022","Israel","European Region","Total","","10.617796898","5.064106941","18.409784317","",
"Diabetes, adults aged 30+","","2022","Israel","European Region","Males","","12.451402664","4.342884064","24.57909584","",
"Diabetes, adults aged 30+","","2022","Israel","European Region","Females","","8.957386971","2.48019743","19.969238281","",
"Diabetes, adults aged 30+","","2022","Italy","European Region","Total","","9.722442627","6.744077682","13.21788311","",
"Diabetes, adults aged 30+","","2022","Italy","European Region","Males","","12.775494576","7.735117435","18.850336075","",
"Diabetes, adults aged 30+","","2022","Italy","European Region","Females","","6.869434357","3.757740259","11.214717865","",
"Diabetes, adults aged 30+","","2022","Jamaica","Region of the Americas","Total","","30.226963043","22.341489792","38.801883698","",
"Diabetes, adults aged 30+","","2022","Jamaica","Region of the Americas","Males","","24.748466492","15.136523247","36.824321747","",
"Diabetes, adults aged 30+","","2022","Jamaica","Region of the Americas","Females","","35.013706207","23.601343155","47.860275269","",
"Diabetes, adults aged 30+","","2022","Japan","Western Pacific Region","Total","","8.627874374","6.776629448","10.803928375","",
"Diabetes, adults aged 30+","","2022","Japan","Western Pacific Region","Males","","11.609295845","8.465646744","15.414937973","",
"Diabetes, adults aged 30+","","2022","Japan","Western Pacific Region","Females","","5.723570824","3.833917856","8.1372118","",
"Diabetes, adults aged 30+","","2022","Jordan","Eastern Mediterranean Region","Total","","24.808179855","19.618679047","30.389448166","",
"Diabetes, adults aged 30+","","2022","Jordan","Eastern Mediterranean Region","Males","","26.13417244","18.600032806","34.551620483","",
"Diabetes, adults aged 30+","","2022","Jordan","Eastern Mediterranean Region","Females","","23.165464401","16.132917404","30.757459641","",
"Diabetes, adults aged 30+","","2022","Kazakhstan","European Region","Total","","12.918501854","10.387857437","15.628997803","",
"Diabetes, adults aged 30+","","2022","Kazakhstan","European Region","Males","","13.578004837","9.859539986","17.696744919","",
"Diabetes, adults aged 30+","","2022","Kazakhstan","European Region","Females","","12.128968239","8.84168911","15.825460434","",
"Diabetes, adults aged 30+","","2022","Kenya","African Region","Total","","7.188336372","3.53714776","12.64382267","",
"Diabetes, adults aged 30+","","2022","Kenya","African Region","Males","","5.801225662","1.946469903","12.277188301","",
"Diabetes, adults aged 30+","","2022","Kenya","African Region","Females","","8.531054497","3.04587245","17.251625061","",
"Diabetes, adults aged 30+","","2022","Kiribati","Western Pacific Region","Total","","25.60556221","16.931703568","35.142238617","",
"Diabetes, adults aged 30+","","2022","Kiribati","Western Pacific Region","Males","","21.175018311","11.238573074","33.85602951","",
"Diabetes, adults aged 30+","","2022","Kiribati","Western Pacific Region","Females","","29.357984543","16.444078445","44.322891235","",
"Diabetes, adults aged 30+","","2022","Kuwait","Eastern Mediterranean Region","Total","","35.227905273","25.864278793","44.75725174","",
"Diabetes, adults aged 30+","","2022","Kuwait","Eastern Mediterranean Region","Males","","36.833236694","24.029169083","50.822494507","",
"Diabetes, adults aged 30+","","2022","Kuwait","Eastern Mediterranean Region","Females","","31.88526535","20.269289017","45.180606842","",
"Diabetes, adults aged 30+","","2022","Kyrgyzstan","European Region","Total","","15.277714729","8.171107292","24.384941101","",
"Diabetes, adults aged 30+","","2022","Kyrgyzstan","European Region","Males","","13.762831688","5.475608826","26.162252426","",
"Diabetes, adults aged 30+","","2022","Kyrgyzstan","European Region","Females","","16.389474869","6.563677788","30.572265625","",
"Diabetes, adults aged 30+","","2022","Lao People's Democratic Republic","Western Pacific Region","Total","","15.019228935","8.195904732","23.939081192","",
"Diabetes, adults aged 30+","","2022","Lao People's Democratic Republic","Western Pacific Region","Males","","12.227225304","4.628191471","23.35742569","",
"Diabetes, adults aged 30+","","2022","Lao People's Democratic Republic","Western Pacific Region","Females","","17.586023331","7.648724556","31.594839096","",
"Diabetes, adults aged 30+","","2022","Latvia","European Region","Total","","11.788463593","5.50163126","20.623752594","",
"Diabetes, adults aged 30+","","2022","Latvia","European Region","Males","","12.307605743","3.931307316","25.810834885","",
"Diabetes, adults aged 30+","","2022","Latvia","European Region","Females","","11.217954636","3.23511219","23.830945969","",
"Diabetes, adults aged 30+","","2022","Lebanon","Eastern Mediterranean Region","Total","","24.485364914","20.32800293","28.962989807","",
"Diabetes, adults aged 30+","","2022","Lebanon","Eastern Mediterranean Region","Males","","27.02148819","20.753316879","33.707454681","",
"Diabetes, adults aged 30+","","2022","Lebanon","Eastern Mediterranean Region","Females","","22.239694595","16.852720261","28.093835831","",
"Diabetes, adults aged 30+","","2022","Lesotho","African Region","Total","","9.764336586","4.47279644","17.516391754","",
"Diabetes, adults aged 30+","","2022","Lesotho","African Region","Males","","7.425440311","2.282970428","16.460500717","",
"Diabetes, adults aged 30+","","2022","Lesotho","African Region","Females","","11.651299477","3.654181242","24.665296555","",
"Diabetes, adults aged 30+","","2022","Liberia","African Region","Total","","11.394371986","8.026745796","15.322780609","",
"Diabetes, adults aged 30+","","2022","Liberia","African Region","Males","","10.522820473","6.148545265","15.852500916","",
"Diabetes, adults aged 30+","","2022","Liberia","African Region","Females","","12.218156815","7.455566406","18.280511856","",
"Diabetes, adults aged 30+","","2022","Libya","Eastern Mediterranean Region","Total","","34.579380035","29.215547562","39.9659729","",
"Diabetes, adults aged 30+","","2022","Libya","Eastern Mediterranean Region","Males","","34.130645752","26.430120468","42.249984741","",
"Diabetes, adults aged 30+","","2022","Libya","Eastern Mediterranean Region","Females","","34.796367645","27.24826622","42.411060333","",
"Diabetes, adults aged 30+","","2022","Lithuania","European Region","Total","","13.988465309","6.346405983","24.736707687","",
"Diabetes, adults aged 30+","","2022","Lithuania","European Region","Males","","13.777359962","4.163439751","28.859127045","",
"Diabetes, adults aged 30+","","2022","Lithuania","European Region","Females","","13.952368736","4.169395447","30.088150024","",
"Diabetes, adults aged 30+","","2022","Luxembourg","European Region","Total","","7.907859325","4.509698391","12.494854927","",
"Diabetes, adults aged 30+","","2022","Luxembourg","European Region","Males","","9.780116081","4.661090851","17.118368149","",
"Diabetes, adults aged 30+","","2022","Luxembourg","European Region","Females","","6.074475765","2.267088175","12.048303604","",
"Diabetes, adults aged 30+","","2022","Madagascar","African Region","Total","","10.756531715","4.231808186","20.144906998","",
"Diabetes, adults aged 30+","","2022","Madagascar","African Region","Males","","9.716015816","2.333671093","22.921466827","",
"Diabetes, adults aged 30+","","2022","Madagascar","African Region","Females","","11.769933701","2.831701279","27.064260483","",
"Diabetes, adults aged 30+","","2022","Malawi","African Region","Total","","6.825118542","3.71607995","10.986798286","",
"Diabetes, adults aged 30+","","2022","Malawi","African Region","Males","","5.895271301","2.347048283","11.338130951","",
"Diabetes, adults aged 30+","","2022","Malawi","African Region","Females","","7.635622978","3.178530931","14.445388794","",
"Diabetes, adults aged 30+","","2022","Malaysia","Western Pacific Region","Total","","33.563457489","26.625007629","40.796764374","",
"Diabetes, adults aged 30+","","2022","Malaysia","Western Pacific Region","Males","","32.814674377","23.662900925","42.767642975","",
"Diabetes, adults aged 30+","","2022","Malaysia","Western Pacific Region","Females","","34.373630524","24.676939011","45.221172333","",
"Diabetes, adults aged 30+","","2022","Maldives","South-East Asia Region","Total","","19.360443115","14.868309975","24.643936157","",
"Diabetes, adults aged 30+","","2022","Maldives","South-East Asia Region","Males","","16.438215256","10.430583954","23.63278389","",
"Diabetes, adults aged 30+","","2022","Maldives","South-East Asia Region","Females","","23.504426956","16.504812241","31.229055405","",
"Diabetes, adults aged 30+","","2022","Mali","African Region","Total","","10.506937981","4.871490479","19.00056839","",
"Diabetes, adults aged 30+","","2022","Mali","African Region","Males","","9.282534599","2.705956697","19.712814331","",
"Diabetes, adults aged 30+","","2022","Mali","African Region","Females","","11.724902153","3.659156799","24.746776581","",
"Diabetes, adults aged 30+","","2022","Malta","European Region","Total","","12.910695076","7.950846195","19.265464783","",
"Diabetes, adults aged 30+","","2022","Malta","European Region","Males","","16.83817482","8.815922737","26.956323624","",
"Diabetes, adults aged 30+","","2022","Malta","European Region","Females","","9.006290436","3.711970091","17.212394714","",
"Diabetes, adults aged 30+","","2022","Marshall Islands","Western Pacific Region","Total","","37.882160187","29.551326752","46.378292084","",
"Diabetes, adults aged 30+","","2022","Marshall Islands","Western Pacific Region","Males","","36.228206635","25.057819366","47.997764587","",
"Diabetes, adults aged 30+","","2022","Marshall Islands","Western Pacific Region","Females","","39.650028229","27.550071716","52.345554352","",
"Diabetes, adults aged 30+","","2022","Mauritania","African Region","Total","","13.59707737","6.120880127","24.111200333","",
"Diabetes, adults aged 30+","","2022","Mauritania","African Region","Males","","12.75512886","3.803766251","27.391628265","",
"Diabetes, adults aged 30+","","2022","Mauritania","African Region","Females","","14.346482277","4.277560711","30.372888565","",
"Diabetes, adults aged 30+","","2022","Mauritius","African Region","Total","","32.294372559","24.139673233","41.210906982","",
"Diabetes, adults aged 30+","","2022","Mauritius","African Region","Males","","31.423044205","20.101327896","43.660655975","",
"Diabetes, adults aged 30+","","2022","Mauritius","African Region","Females","","33.310962677","21.201225281","46.833713531","",
"Diabetes, adults aged 30+","","2022","Mexico","Region of the Americas","Total","","18.776224136","16.376695633","21.432144165","",
"Diabetes, adults aged 30+","","2022","Mexico","Region of the Americas","Males","","17.205188751","13.82317543","20.832870483","",
"Diabetes, adults aged 30+","","2022","Mexico","Region of the Americas","Females","","20.104335785","16.589635849","23.936723709","",
"Diabetes, adults aged 30+","","2022","Micronesia (Federated States of)","Western Pacific Region","Total","","39.911624908","25.602546692","55.683624268","",
"Diabetes, adults aged 30+","","2022","Micronesia (Federated States of)","Western Pacific Region","Males","","39.93037796","20.931610107","61.139148712","",
"Diabetes, adults aged 30+","","2022","Micronesia (Federated States of)","Western Pacific Region","Females","","40.017467499","19.526800156","62.718383789","",
"Diabetes, adults aged 30+","","2022","Monaco","European Region","Total","","no data","no data","no data","",
"Diabetes, adults aged 30+","","2022","Monaco","European Region","Males","","no data","no data","no data","",
"Diabetes, adults aged 30+","","2022","Monaco","European Region","Females","","no data","no data","no data","",
"Diabetes, adults aged 30+","","2022","Mongolia","Western Pacific Region","Total","","18.077600479","12.32668972","24.718948364","",
"Diabetes, adults aged 30+","","2022","Mongolia","Western Pacific Region","Males","","18.706157684","10.857889175","28.908067703","",
"Diabetes, adults aged 30+","","2022","Mongolia","Western Pacific Region","Females","","17.219573975","9.450227737","26.901477814","",
"Diabetes, adults aged 30+","","2022","Montenegro","European Region","Total","","13.987332344","6.266192913","24.710933685","",
"Diabetes, adults aged 30+","","2022","Montenegro","European Region","Males","","16.199020386","5.055186272","34.239658356","",
"Diabetes, adults aged 30+","","2022","Montenegro","European Region","Females","","11.943648338","3.404108047","25.898426056","",
"Diabetes, adults aged 30+","","2022","Morocco","Eastern Mediterranean Region","Total","","23.88643074","16.686672211","31.920354843","",
"Diabetes, adults aged 30+","","2022","Morocco","Eastern Mediterranean Region","Males","","21.137451172","12.120847702","32.026065826","",
"Diabetes, adults aged 30+","","2022","Morocco","Eastern Mediterranean Region","Females","","26.49763298","16.220560074","38.824226379","",
"Diabetes, adults aged 30+","","2022","Mozambique","African Region","Total","","9.43118763","4.789327145","15.861914635","",
"Diabetes, adults aged 30+","","2022","Mozambique","African Region","Males","","9.908374786","3.815169334","19.339746475","",
"Diabetes, adults aged 30+","","2022","Mozambique","African Region","Females","","9.074286461","3.280026913","18.71033287","",
"Diabetes, adults aged 30+","","2022","Myanmar","South-East Asia Region","Total","","18.01175499","11.189925194","25.727621078","",
"Diabetes, adults aged 30+","","2022","Myanmar","South-East Asia Region","Males","","16.433685303","7.950018406","27.632793427","",
"Diabetes, adults aged 30+","","2022","Myanmar","South-East Asia Region","Females","","19.433008194","9.639725685","31.947401047","",
"Diabetes, adults aged 30+","","2022","Namibia","African Region","Total","","13.214434624","6.394428253","22.864782333","",
"Diabetes, adults aged 30+","","2022","Namibia","African Region","Males","","13.33592701","4.753481865","26.534675598","",
"Diabetes, adults aged 30+","","2022","Namibia","African Region","Females","","13.213478088","4.260390759","27.595897675","",
"Diabetes, adults aged 30+","","2022","Nauru","Western Pacific Region","Total","","32.156246185","21.342727661","44.636650085","",
"Diabetes, adults aged 30+","","2022","Nauru","Western Pacific Region","Males","","30.581977844","15.953922272","47.447330475","",
"Diabetes, adults aged 30+","","2022","Nauru","Western Pacific Region","Females","","33.642906189","18.369930267","51.664043427","",
"Diabetes, adults aged 30+","","2022","Nepal","South-East Asia Region","Total","","19.599794388","14.176053047","25.959354401","",
"Diabetes, adults aged 30+","","2022","Nepal","South-East Asia Region","Males","","19.763957977","12.346292496","28.548711777","",
"Diabetes, adults aged 30+","","2022","Nepal","South-East Asia Region","Females","","19.443115234","12.053135872","28.718488693","",
"Diabetes, adults aged 30+","","2022","Netherlands (Kingdom of the)","European Region","Total","","8.279712677","4.203918934","13.842161179","",
"Diabetes, adults aged 30+","","2022","Netherlands (Kingdom of the)","European Region","Males","","9.047972679","3.443536282","17.763591766","",
"Diabetes, adults aged 30+","","2022","Netherlands (Kingdom of the)","European Region","Females","","7.53461647","2.434230328","15.645207405","",
"Diabetes, adults aged 30+","","2022","New Zealand","Western Pacific Region","Total","","11.669928551","5.560044289","20.488428116","",
"Diabetes, adults aged 30+","","2022","New Zealand","Western Pacific Region","Males","","13.338033676","4.74288559","26.872249603","",
"Diabetes, adults aged 30+","","2022","New Zealand","Western Pacific Region","Females","","10.113436699","2.956986904","22.365310669","",
"Diabetes, adults aged 30+","","2022","Nicaragua","Region of the Americas","Total","","18.506313324","8.870756149","31.153068542","",
"Diabetes, adults aged 30+","","2022","Nicaragua","Region of the Americas","Males","","17.330574036","5.575823307","35.398136139","",
